,Title,Content
3034,Kaththi (soundtrack),Kaththi is the soundtrack album of the 2014 Indian Tamil action drama film of the same name written and directed by AR Murugadoss.  Anirudh Ravichander composed the soundtrack album and background score for the film.  The soundtrack album consists of five tracks and two theme music versions.  It was digitally released on iTunes on 17 September 2014.  The album was released officially on 18 September 2014 at the Leela Palace Hotel in Chennai.
3035,7aum Arivu,"7aum Arivu (pronunciation: ""Ēḻām aṟivu"") (English: ""Seventh Sense"") is a 2011 Indian science fiction-martial arts film written and directed by AR Murugadoss, featuring Suriya and Shruti Haasan in the lead roles and Johnny Tri Nguyen as the main antagonist.  The film, produced by Udhayanidhi Stalin began production in May 2010 and was released on 25 October 2011 in Chennai and a day later, on Diwali, worldwide.  The visual effects for the film were done by US based Legacy effects, making this their second Indian film after ""Enthiran""."
3036,Kaththi,"Kaththi (English: ""The Knife"" ) is a 2014 Indian Tamil masala film written and directed by AR Murugadoss.  The film stars Vijay in dual roles while Samantha Ruth Prabhu, Neil Nitin Mukesh, Tota Roy Chowdhury and Sathish play supporting roles.  Anirudh Ravichander composed the film's soundtrack and score.  Cinematography was done by George C. Williams and the film was edited by A. Sreekar Prasad.  Lyca Productions and Ayngaran International bankrolled the venture and Eros International purchased the theatrical and audio rights for the film.  The story revolves around the tale of Kathiresan and Jeevanantham who are lookalikes and focuses on the issue of farmers committing suicide due to corporate encroachment.  The film, which commenced filming in January 2014 in Kolkata, was released on 22 October 2014 worldwide, coinciding with the festival of Deepavali.  Upon release, the film opened to mostly positive reviews from critics and was the highest grossing Tamil film of 2014."
3037,AR Murugadoss,"Arunasalam Murugadoss, commonly known with his stage name initials AR Murugadoss, is an Indian film director, producer, and screenwriter.  He's best known for his action Tamil films and Telugu films and for remaking them in Hindi cinema.  This includes the Suriya-starrer ""Ghajini"" (2005) and its Hindi remake ""Ghajini"" (2008) starring Aamir Khan, along with the Vijay-starrer ""Thuppakki"" (2012) and its Hindi remake "" "" (2014) starring Akshay Kumar.  His 2002 Tamil film ""Ramanaa"" was remade in Hindi by director Krish as ""Gabbar Is Back"" (2015) starring Akshay Kumar as well.  Murugadoss won the Filmfare Award for Best Director for his 2014 Tamil action-drama film ""Kaththi""."
3038,Maya (actress),"Maya is an Indian film actress who has appeared in the Tamil film industry.  After making her film debut with AR Murugadoss's production ""Maan Karate"" (2014) in a supporting role, she has since moved on to play leading roles."
3039,Raja Rani (2013 film),"Raja Rani (English: ""King, Queen"" ) is a 2013 Indian Tamil-language romantic comedy-drama film directed by debutant Atlee, who previously worked with Shankar as an assistant in ""Enthiran"" (2010) and ""Nanban"" (2012).  Produced by AR Murugadoss and Fox Star Studios, the film features Arya, Jai, Nayantara and Nazriya Nazim in the lead roles while Sathyaraj, Santhanam and Sathyan appear in supporting roles.  The film released worldwide on 27 September 2013, to generally positive reviews from critics.  The Telugu dubbed version is also titled as ""Raja Rani"" and was released on March 14, 2014.  It was remade in Bengali as ""Shudhu Tomari Jonyo"" in 2015, with Dev, Srabanti Chatterjee, Soham Chakraborty and Mimi Chakraborty and in Odia as ""Tu Je Sei"" starring Babushan."
3040,List of accolades received by Kaththi,"""Kaththi"" is a 2014 Indian Tamil-language masala film written and directed by AR Murugadoss.  The film featured Vijay and Samantha Ruth Prabhu in the lead roles.  Sathish, Neil Nitin Mukesh and Tota Roy Chowdhury played supporting roles.  The film's story focuses on Kathiresan (Vijay), a thief who is mistaken for Jeevanandham (Vijay), a graduate in Hydrology who leads a rebellion by farmers from his village, Thanoothu, against Chirag (Mukesh), the owner of a soft drink company.  Chirag wants to take over the lands in Thanoothu for his own profit.  Kathiresan, on seeing the plight of the people in the village, decides to help them in their cause.  Produced by Allirajah Subaskaran and K. Karunamoorthy under their production company Lyca Productions, the soundtrack and score were composed by Anirudh Ravichander.  George C. Williams and A. Sreekar Prasad were in charge of the cinematography and editing respectively."
3041,Chris Hicky,"Chris Hicky is a Grammy-nominated music video director from Forrest City, Arkansas, United States, best known for directing many of Keith Urban's videos.  Hicky has also directed videos for many other artists in the country music genre, including Dierks Bentley, Maddie & Tae, Kellie Pickler, Deana Carter, Thomas Rhett, Carrie Underwood, Hunter Hayes, Kelsea Ballerini, Lady Antebellum, Cassadee Pope, Faith Hill, and Danielle Bradbery, Florida Georgia Line, Miranda Lambert.  He has won awards including 2010 ACM Video of the Year, 2010 CMT Female Video of the Year, and 2005 CMT Video of the Year.  His Grammy nomination came in 2010 for Keith Urban's ""Love, Pain, and the Whole Crazy World"" live concert DVD."
3042,Summer (Cassadee Pope song),"""Summer"" is a song by American singer-songwriter Cassadee Pope from her second extended play, also titled ""Summer"" (2016).  Pope wrote the song with Kelly Archer and Emily Shackelton.  Production was handled by Corey Crowder, who also produced Pope's chart-topping collaboration with Chris Young that year, ""Think of You"".  It serves as the EP's lead single."
3043,Cassadee Pope (EP),"Cassadee Pope EP is the debut solo EP by American singer-songwriter Cassadee Pope, the vocalist of pop punk band Hey Monday and winner of season three of NBC's ""The Voice"".  It was released digitally on Google Play on May 22, 2012 (before her participation on, and later winning of, ""The Voice""), and was later released on iTunes Store with a digital booklet.  Pope went solo after Hey Monday went on an indefinite hiatus in December 2011.  Shortly after the hiatus was announced, she played an acoustic tour in the U.S. For the album, Rian Dawson (of All Time Low) played the drums, Keith Ruddell played the bass, Andrew Dixon and Jason Gavi handling the production duties of the EP."
3044,Wasting All These Tears,"""Wasting All These Tears"" is a song by American singer-songwriter Cassadee Pope, written by Caitlyn Smith and Rollie Gaalswyk.  It was released as Pope's debut solo single from her debut solo studio album ""Frame by Frame"" on May 31, 2013.  It is the first song by Pope to reach Gold status, and has since been certified Platinum as of March 5, 2014."
3045,Park So-yeon (singer),"Park So-yeon (born October 5, 1987), better known mononymously as Soyeon, is a South Korean singer and actress.  She is best known as the former main vocalist and member of South Korean girl group T-ara."
3046,Southern Air (album),"Southern Air is the eighth studio album by American rock band Yellowcard.  It was released on August 14, 2012 through Hopeless Records.  The songs ""Always Summer"" and ""Here I Am Alive"" were released as singles, the latter featuring Taylor Jardine of We Are the In Crowd.  The album also features guest appearances by Alex Gaskarth of All Time Low and American recording artist Cassadee Pope.  It debuted at 10 on the US Billboard top 200, making this their second album to debut in the top 10 (the other being their 2006 LP Lights and Sounds).  It is the last to feature founding drummer Longineu W. Parsons III."
3047,Cassadee Pope,"Cassadee Blake Pope ; born August 28, 1989) is an American singer, songwriter and musician.  Pope was the lead vocalist of the rock band Hey Monday (on hiatus as of December 2011), with whom she released one studio album and three EPs.  Pope embarked on a solo career in early 2012, and released ""Cassadee Pope EP"" in May 2012.  She took part in the third season of ""The Voice"" and became the first female winner on December 18, 2012.  Her debut solo country album, ""Frame by Frame"", was released on October 8, 2013 to a top 10 ""Billboard"" 200 charting.  It debuted at No. 1 on Top Country Albums, with 43,000 copies sold in its first week."
